session,exam,year,question_id,subquestion_id,type,marks,AO,spec_reference,question_text,mark_scheme,extra_notes,question_page_start,question_page_end,mark_scheme_start_page,mark_scheme_end_page,has_figure,figure_labels_joined,has_table,table_labels_joined,source_qp,source_ms
NOV20,AQA GCSE Combined Science: Chemistry Paper 1F,2020,2,Q02.2,short answer,2,AO2,"5.4.1.2, 5.5.1.1, RPA 10",Give two variables the student should keep the same in this investigation.,"any two from:
• surface area of metal
• 25 cm3 / volume of copper sulfate solution
• concentration of copper sulfate solution
• mass / 1 g of metal","ignore amount
ignore temperature
ignore stirring",7,7,7.0,7.0,False,,False,,C1F Papers and Mark Schemes\AQA-8464C1F-QP-NOV20.PDF,C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-NOV20.PDF
NOV20,AQA GCSE Combined Science: Chemistry Paper 1F,2020,2,Q02.3,calculation,2,AO3,"5.4.1.2, 5.5.1.1, RPA 10","The student repeated the experiment with metal Y.
Table 1 shows four results for metal Y.
| Test 1 | Test 2 | Test 3 | Test 4 |
| 9.2    | 7.3    | 9.5    | 9.2    |
Calculate the mean temperature change for metal Y. Do not include the anomalous result in your calculation.
Mean temperature change = ____ °C","(9.2 + 9.5 + 9.2) / 3
or
27.9 / 3
= 9.3 (°C)",if no other mark awarded allow 1 mark for 8.8 (°C),7,7,7.0,7.0,False,,True,Table 1,C1F Papers and Mark Schemes\AQA-8464C1F-QP-NOV20.PDF,C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-NOV20.PDF
NOV20,AQA GCSE Combined Science: Chemistry Paper 1F,2020,2,Q02.4,short answer,1,AO3,"5.4.1.2, 5.5.1.1, RPA 10","The more reactive the metal added to copper sulfate solution, the greater the temperature change.
Figure 3 shows a reactivity series.... The student added:
• magnesium to copper sulfate solution
• an unknown metal A to copper sulfate solution.
Table 2 shows the results.
| Metal     | Temperature change in °C |
| Magnesium | 12                      |
| Metal A   | 8                       |
The student concludes metal A is zinc.
Give one reason why the student is correct.","(metal A / zinc) is less reactive (than magnesium)
or
(metal A / zinc) is lower in reactivity series
or
change in temperature is lower (with metal A / zinc)",allow converse,8,8,8.0,8.0,True,Figure 3,True,Table 2,C1F Papers and Mark Schemes\AQA-8464C1F-QP-NOV20.PDF,C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-NOV20.PDF
NOV20,AQA GCSE Combined Science: Chemistry Paper 1F,2020,2,Q02.5,multiple choice,1,AO3,"5.4.1.2, 5.5.1.1, RPA 10","The student did the experiment with silver and copper sulfate solution.
What happens to the temperature of the mixture?
Tick () one box.
| ☐ | Decreases |
| ☐ | Increases |
| ☐ | Stays the same |",stays the same,,9,9,9.0,9.0,True,Figure 3,False,,C1F Papers and Mark Schemes\AQA-8464C1F-QP-NOV20.PDF,C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-NOV20.PDF
NOV20,AQA GCSE Combined Science: Chemistry Paper 1F,2020,2,Q02.6,short answer,1,AO2,"5.1.2.5, 5.4.1.2, 5.5.1.1",Suggest one reason why the student should not add potassium metal to copper sulfate solution.,"too dangerous
or
too reactive",allow potassium would react with water,9,9,9.0,9.0,False,,False,,C1F Papers and Mark Schemes\AQA-8464C1F-QP-NOV20.PDF,C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-NOV20.PDF
NOV20,AQA GCSE Combined Science: Chemistry Paper 1F,2020,2,Q02.7,calculation,2,AO2,"5.3.2.5, RPA 10","100 cm3 of the copper sulfate solution contains 1.8 g of copper sulfate.
Calculate the mass of copper sulfate in 25 cm3 of this copper sulfate solution.
Mass = ____ g","(25 / 100) × 1.8
or
(1/4) × 1.8
= 0.45 (g)",,9,9,9.0,9.0,False,,False,,C1F Papers and Mark Schemes\AQA-8464C1F-QP-NOV20.PDF,C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-NOV20.PDF
NOV20,AQA GCSE Combined Science: Chemistry Paper 1F,2020,3,Q03.1,short answer,1,AO2,5.1.1.3,"This question is about gold and compounds of gold.
In the alpha particle scattering experiment alpha particles are fired at gold foil.
Alpha particles are positively charged.
Figure 4 shows the results.
Figure 4
Some alpha particles are deflected.
Complete the sentence.
Choose the answer from the box.
negatively charged   not charged   positively charged
Some alpha particles are deflected because the nucleus of the atom is _______________________________.",positively charged,,10,10,10.0,10.0,True,Figure 4,False,,C1F Papers and Mark Schemes\AQA-8464C1F-QP-NOV20.PDF,C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-NOV20.PDF
NOV20,AQA GCSE Combined Science: Chemistry Paper 1F,2020,3,Q03.2,multiple choice,1,AO2,"5.1.1.3, 5.1.1.7","Why are most alpha particles not deflected?
Tick () one box.
| ☐ | The atom is a tiny sphere that cannot be divided. |
| ☐ | The atom is mainly empty space. |
| ☐ | The electrons orbit the nucleus at specific distances. |",the atom is mainly empty space.,,11,11,11.0,11.0,False,,False,,C1F Papers and Mark Schemes\AQA-8464C1F-QP-NOV20.PDF,C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-NOV20.PDF
NOV20,AQA GCSE Combined Science: Chemistry Paper 1F,2020,3,Q03.3,multiple choice,1,AO1,5.1.1.3,"What was one conclusion from the alpha particle scattering experiment?
Tick () one box.
| ☐ | The mass is concentrated at the centre of the atom. |
| ☐ | The mass is concentrated at the edge of the atom. |
| ☐ | The mass is spread evenly throughout the atom. |",the mass is concentrated at the centre of the atom.,,11,11,11.0,11.0,False,,False,,C1F Papers and Mark Schemes\AQA-8464C1F-QP-NOV20.PDF,C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-NOV20.PDF
NOV20,AQA GCSE Combined Science: Chemistry Paper 1F,2020,3,Q03.4,multiple choice,1,AO1,5.1.2.6,"Gold reacts with the elements in Group 7 of the periodic table.
What are Group 7 elements known as?
Tick () one box.
| ☐ | Alkali metals |
| ☐ | Halogens |
| ☐ | Noble gases |",halogens,,11,11,11.0,11.0,False,,False,,C1F Papers and Mark Schemes\AQA-8464C1F-QP-NOV20.PDF,C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-NOV20.PDF
NOV20,AQA GCSE Combined Science: Chemistry Paper 1F,2020,3,Q03.5,multiple choice,1,AO1,5.1.2.6,"Fluorine, chlorine and bromine react with gold.
Which element will be the most reactive with gold?
Tick () one box.
| ☐ | Fluorine |
| ☐ | Chlorine |
| ☐ | Bromine |",fluorine,,12,12,12.0,12.0,False,,False,,C1F Papers and Mark Schemes\AQA-8464C1F-QP-NOV20.PDF,C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-NOV20.PDF
NOV20,AQA GCSE Combined Science: Chemistry Paper 1F,2020,3,Q03.6,calculation,1,AO2,5.3.1.1,"3.94 g of gold reacts with chlorine to produce 6.07 g of gold chloride.
Calculate the mass of chlorine that reacts with 3.94 g of gold.
Mass = ____ g",2.13 (g),,12,12,12.0,12.0,False,,False,,C1F Papers and Mark Schemes\AQA-8464C1F-QP-NOV20.PDF,C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-NOV20.PDF
NOV20,AQA GCSE Combined Science: Chemistry Paper 1F,2020,3,Q03.7,calculation,2,AO2,5.3.1.2,"Calculate the relative formula mass (Mr) of gold chloride (AuCl3).
Relative atomic masses (Ar): Cl = 35.5 Au = 197
Relative formula mass (Mr) = ____","197 + (3 × 35.5)
or
197 + 106.5
= 303.5",,12,12,12.0,12.0,False,,False,,C1F Papers and Mark Schemes\AQA-8464C1F-QP-NOV20.PDF,C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-NOV20.PDF
NOV20,AQA GCSE Combined Science: Chemistry Paper 1F,2020,4,Q04.1,calculation,2,AO2,5.1.2.3,"This question is about elements and compounds.
Figure 5 shows the proportion of elements in the periodic table that are metals and non-metals.
Figure 5
Determine the percentage of the elements in Figure 5 that are metals.
Percentage = ____ %","(8 / 10) × 100
or
0.8 × 100
= 80 (%)",if no other mark awarded allow 1 mark for 20 (%),13,13,13.0,13.0,True,Figure 5,False,,C1F Papers and Mark Schemes\AQA-8464C1F-QP-NOV20.PDF,C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-NOV20.PDF
NOV20,AQA GCSE Combined Science: Chemistry Paper 1F,2020,4,Q04.2,short answer,2,AO1,5.1.2.3,Give two physical properties of metals.,"any two from:
• conducts electricity
• conducts thermal energy
• ductile
• high melting point
• malleable
• shiny
• strong","allow conducts heat
allow high boiling point
allow can be bent / shaped
allow dense
allow sonorous
ignore chemical properties",13,13,13.0,13.0,False,,False,,C1F Papers and Mark Schemes\AQA-8464C1F-QP-NOV20.PDF,C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-NOV20.PDF
NOV20,AQA GCSE Combined Science: Chemistry Paper 1F,2020,4,Q04.3,short answer,1,AO2,"5.1.2.5, 5.1.2.6, 5.3.1.1","Sodium reacts with chlorine to produce sodium chloride.
Balance the equation for the reaction.
Na + Cl2 → ____ NaCl",2 Na + Cl2 → 2 NaCl,allow multiples,13,13,13.0,13.0,False,,False,,C1F Papers and Mark Schemes\AQA-8464C1F-QP-NOV20.PDF,C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-NOV20.PDF
NOV20,AQA GCSE Combined Science: Chemistry Paper 1F,2020,4,Q04.4,multiple choice,1,AO3,"5.2.1.3, 5.2.2.3","Figure 6 shows part of the structure of sodium chloride (NaCl).
Figure 6
What holds the particles together in sodium chloride?
Tick () one box.
| ☐ | Electrostatic attractions |
| ☐ | Intermolecular forces |
| ☐ | Metallic bonds |",electrostatic attractions,,14,14,14.0,14.0,True,Figure 6,False,,C1F Papers and Mark Schemes\AQA-8464C1F-QP-NOV20.PDF,C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-NOV20.PDF
NOV20,AQA GCSE Combined Science: Chemistry Paper 1F,2020,4,Q04.5,short answer,2,AO1,5.2.2.3,"Solid sodium chloride does not conduct electricity.
Give two ways in which sodium chloride can be made to conduct electricity.","(heat sodium chloride until) molten / liquid
dissolve in water","allow form aqueous solution
allow add water",14,14,14.0,14.0,False,,False,,C1F Papers and Mark Schemes\AQA-8464C1F-QP-NOV20.PDF,C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-NOV20.PDF
NOV20,AQA GCSE Combined Science: Chemistry Paper 1F,2020,5,Q05.1,multiple choice,1,AO1,5.1.2.2,"This question is about elements in the periodic table.
What property was used to arrange elements in early periodic tables?
Tick () one box.
| ☐ | Atomic number |
| ☐ | Atomic weight |
| ☐ | Mass number |",atomic weight,,15,15,15.0,15.0,False,,False,,C1F Papers and Mark Schemes\AQA-8464C1F-QP-NOV20.PDF,C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-NOV20.PDF
NOV20,AQA GCSE Combined Science: Chemistry Paper 1F,2020,5,Q05.2,short answer,1,AO3,5.1.2.2,"In early periodic tables, iodine (I) was placed before tellurium (Te).
Mendeleev placed iodine after tellurium.
Figure 7 shows part of Mendeleev’s periodic table.
Suggest one reason why Mendeleev placed iodine in the column shown in Figure 7.","(because) properties were similar
or
(because) iodine has similar / same properties as bromine / chlorine / fluorine",allow symbols,15,16,15.0,16.0,True,Figure 7,False,,C1F Papers and Mark Schemes\AQA-8464C1F-QP-NOV20.PDF,C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-NOV20.PDF
NOV20,AQA GCSE Combined Science: Chemistry Paper 1F,2020,5,Q05.3,multiple choice,1,AO3,"5.1.2.5, 5.2.2.1","Table 3 shows the melting points of three Group 1 metals.
| Metal     | Melting point in °C |
| Lithium   | 180                 |
| Sodium    | 98                  |
| Potassium | 63                  |
What state is lithium at 100 °C?
Tick () one box.
| ☐ | Gas |
| ☐ | Liquid |
| ☐ | Solid |",solid,,16,16,16.0,16.0,True,,True,Table 3,C1F Papers and Mark Schemes\AQA-8464C1F-QP-NOV20.PDF,C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-NOV20.PDF
NOV20,AQA GCSE Combined Science: Chemistry Paper 1F,2020,5,Q05.4,table completion,3,AO2,"5.1.2.4, 5.2.2.1","Complete the graph in Figure 8.
Use Table 3.
You should:
• complete the scale on the y-axis
• draw bars to show the melting points of sodium and potassium.","scale on the y-axis up to 180
bar for sodium at 98 (°C)
bar for potassium at 63 (°C)","ignore scale beyond 180
allow a tolerance of ± half a small square
allow a tolerance of ± half a small square",16,17,16.0,17.0,True,Figure 8,True,Table 3,C1F Papers and Mark Schemes\AQA-8464C1F-QP-NOV20.PDF,C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-NOV20.PDF
NOV20,AQA GCSE Combined Science: Chemistry Paper 1F,2020,5,Q05.5,short answer,3,AO2,"5.1.2.3, 5.2.1.2","Lithium reacts with chlorine to produce lithium chloride.
Figure 9 shows what happens to the electrons in the outer shells when a lithium atom reacts with a chlorine atom.
Describe what happens to a lithium atom and to a chlorine atom when they react.
Use Figure 9 to answer in terms of electrons.","lithium (atom) loses one electron
chlorine (atom) gains one electron
any one from:
• ions are formed
• lithium forms positive ion
• chlorine forms negative ion
• form a full outer shell(s) / level(s)","max 2 marks if reference to incorrect particle / bonding 
allow ionic bonding
allow noble gas structure is formed",18,18,18.0,18.0,True,Figure 9,False,,C1F Papers and Mark Schemes\AQA-8464C1F-QP-NOV20.PDF,C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-NOV20.PDF
NOV20,AQA GCSE Combined Science: Chemistry Paper 1F,2020,5,Q05.6,short answer,2,AO1,"5.1.2.3, 5.1.2.5","Lithium and potassium are in the same group of the periodic table.
Figure 10 represents the electronic structures of a lithium atom and of a potassium atom.
Give two reasons why potassium is more reactive than lithium.","any two from:
• reactivity of elements increases going down the group
• potassium has more shells
• potassium can lose an (outer) electron more easily
• potassium has an outer shell / electron further away from the nucleus
• potassium has more shielding (of the outer shell / electron)
• potassium has a weaker attraction between nucleus and outer shell / electron","allow energy levels for shells
allow converse for lithium",19,20,19.0,20.0,True,Figure 10,False,,C1F Papers and Mark Schemes\AQA-8464C1F-QP-NOV20.PDF,C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-NOV20.PDF
NOV20,AQA GCSE Combined Science: Chemistry Paper 1F,2020,6,Q06.1,short answer,2,AO2,"5.1.1.4, 5.1.1.5","This question is about the extraction of aluminium.
An aluminium atom is represented as:
Al  13
      27
Give the number of electrons and neutrons in the aluminium atom.","13
14",this order only,20,20,20.0,20.0,False,,False,,C1F Papers and Mark Schemes\AQA-8464C1F-QP-NOV20.PDF,C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-NOV20.PDF
NOV20,AQA GCSE Combined Science: Chemistry Paper 1F,2020,6,Q06.2,short answer,1,AO1,"5.4.1.1, 5.4.1.3","Aluminium is extracted by the electrolysis of a molten mixture of aluminium oxide and cryolite.
Figure 11 shows the cell used for the electrolysis.
Aluminium is produced by the reduction of aluminium oxide (Al2O3).
What is meant by the term reduction?",loss of oxygen,"allow (Al3+) gain of electrons
allow aluminium oxide loses oxygen",20,20,20.0,20.0,True,Figure 11,False,,C1F Papers and Mark Schemes\AQA-8464C1F-QP-NOV20.PDF,C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-NOV20.PDF
NOV20,AQA GCSE Combined Science: Chemistry Paper 1F,2020,6,Q06.3,extended response,3,AO1,"5.4.3.1, 5.4.3.2, 5.4.3.3","Oxygen is formed at the positive carbon electrodes.
Explain why the positive carbon electrodes must be continually replaced.","(at high temperature)
oxygen reacts with carbon / electrode
(so the positive) electrode burns / wears away
to produce carbon dioxide","allow anode for (positive) electrode
C + O2 → CO2 scores MP1 and MP3",21,21,21.0,21.0,False,,False,,C1F Papers and Mark Schemes\AQA-8464C1F-QP-NOV20.PDF,C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-NOV20.PDF
NOV20,AQA GCSE Combined Science: Chemistry Paper 1F,2020,6,Q06.4,short answer,3,AO1,"5.2.2.3, 5.2.2.8, 5.2.3.2","A substance conducts electricity because of free moving, charged particles.
What are the free moving, charged particles in a:
• carbon electrode (made from graphite)
• molten mixture of aluminium oxide and cryolite
• metal wire?","(delocalised) electron(s)
ion(s)
(delocalised) electron(s)",,21,21,21.0,21.0,False,,False,,C1F Papers and Mark Schemes\AQA-8464C1F-QP-NOV20.PDF,C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-NOV20.PDF
NOV20,AQA GCSE Combined Science: Chemistry Paper 1F,2020,7,Q07.1,short answer,1,AO2,5.2.1.4,"This question is about substances with covalent bonding.
Figure 12 shows a ball and stick model of a water molecule (H2O).
Suggest one limitation of using a ball and stick model for a water molecule.","any one from:
• not to scale
• not 3 dimensional / D
• incorrect arrangement in space
• electrons / shells not shown","allow size of atoms incorrect
allow atoms are separated
ignore properties of water",22,22,22.0,22.0,True,Figure 12,False,,C1F Papers and Mark Schemes\AQA-8464C1F-QP-NOV20.PDF,C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-NOV20.PDF
NOV20,AQA GCSE Combined Science: Chemistry Paper 1F,2020,7,Q07.2,short answer,1,AO1,5.2.2.4,"Ice has a low melting point.
Water molecules in ice are held together by intermolecular forces.
Ice has a low melting point because the intermolecular forces are _______________________________.",weak,allow weaker,22,22,22.0,22.0,False,,False,,C1F Papers and Mark Schemes\AQA-8464C1F-QP-NOV20.PDF,C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-NOV20.PDF
NOV20,AQA GCSE Combined Science: Chemistry Paper 1F,2020,7,Q07.3,short answer,1,AO2,5.2.1.4,"Figure 13 shows the structure of a molecule.
What is the molecular formula of the molecule in Figure 13?",CH4O,allow CH3OH,23,23,23.0,23.0,True,Figure 13,False,,C1F Papers and Mark Schemes\AQA-8464C1F-QP-NOV20.PDF,C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-NOV20.PDF
NOV20,AQA GCSE Combined Science: Chemistry Paper 1F,2020,7,Q07.4,multiple choice,1,AO1,5.2.3.1,"Diamond has a giant covalent structure.
What is the number of bonds formed by each carbon atom in diamond?
Tick () one box.
| ☐ | 2 |
| ☐ | 3 |
| ☐ | 4 |
| ☐ | 8 |",4,,24,24,24.0,24.0,False,,False,,C1F Papers and Mark Schemes\AQA-8464C1F-QP-NOV20.PDF,C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-NOV20.PDF
NOV20,AQA GCSE Combined Science: Chemistry Paper 1F,2020,7,Q07.5,short answer,2,AO1,5.2.3.1,Give two physical properties of diamond.,"any two from:
• (very) hard
• (very) high melting point
• does not conduct electricity","allow strong
allow high thermal conductivity
ignore shiny",24,24,24.0,24.0,False,,False,,C1F Papers and Mark Schemes\AQA-8464C1F-QP-NOV20.PDF,C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-NOV20.PDF
NOV20,AQA GCSE Combined Science: Chemistry Paper 1F,2020,7,Q07.6,short answer,2,AO1,5.2.2.6,Name two other substances with giant covalent structures.,"graphite
silicon dioxide","allow graphene
allow silica
allow silicon
allow polymer(s) 
or allow (named) polymer(s) 
allow fullerene
or allow carbon nanotubes
ignore buckminsterfullerene",24,24,24.0,24.0,False,,False,,C1F Papers and Mark Schemes\AQA-8464C1F-QP-NOV20.PDF,C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-NOV20.PDF
NOV20,AQA GCSE Combined Science: Chemistry Paper 1F,2020,8,Q08.1,extended response,6,AO3,"5.3.1.3, 5.4.2.2","Some students investigated the thermal decomposition of metal carbonates.
The word equation for the reaction is:
metal carbonate → metal oxide + carbon dioxide
The students made the following hypothesis:
‘When heated the same mass of any metal carbonate produces the same mass of carbon dioxide.’
The students heated a test tube containing copper carbonate.
Table 4 shows their results.
| Time the test tube containing copper carbonate was heated in mins | 0   | 2   | 4   | 6   |
| Mass of test tube and contents in g                            | 17.7| 17.1| 17.0| 17.0|
Plan a method the students could use to test their hypothesis. You should show how the students use their results to test the hypothesis. You do not need to write about safety precautions.","Level 3: The method would lead to the production of a valid outcome. The key steps are identified and logically sequenced.
Level 2: The method would not necessarily lead to a valid outcome. Most steps are identified, but the method is not fully logically sequenced.
Level 1: The method would not lead to a valid outcome. Some relevant steps are identified, but links are not made clear.
No relevant content

Indicative content:
• weigh test tube
• add metal carbonate
• weigh test tube and metal carbonate
• heat
• allow to cool
• weigh test tube and metal oxide
• repeat (heat, cool and weigh) until no change in mass
• determine mass of metal carbonate used
• determine mass of carbon dioxide produced
• repeat with different metal carbonate(s)

an alternative method can be based on any mass of metal carbonates and at end divide by this mass to find mass carbon dioxide per gram metal carbonate

level 3 change in mass is determined for at least one other carbonate",,26,27,26.0,27.0,False,,True,Table 4,C1F Papers and Mark Schemes\AQA-8464C1F-QP-NOV20.PDF,C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-NOV20.PDF
JUN18,"AQA GCSE Combined Science: Chemistry Paper 1F, 2018",2018,1,01.1,multiple choice,1,AO1,5.2.1.3,"Figure 1 shows part of the structure of calcium oxide (CaO).
Figure 1
What type of bonding is present in calcium oxide?
[1 mark]
Tick one box.
|   |   |
|---|---|
| ☐ | Covalent |
| ☐ | Ionic |
| ☐ | Macromolecular |
| ☐ | Metallic |",ionic,,2,2,10.0,10.0,True,Figure 1,False,,C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN18.PDF,C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-JUN18.PDF
JUN18,"AQA GCSE Combined Science: Chemistry Paper 1F, 2018",2018,1,01.2,multiple choice,1,AO1,5.2.1.4,"Figure 2 shows a particle of methane (CH4).
Figure 2
What type of particle is present in Figure 2?
[1 mark]
Tick one box.
|   |   |
|---|---|
| ☐ | An ion |
| ☐ | A lattice |
| ☐ | A molecule |
| ☐ | A polymer |",a molecule,,3,3,10.0,10.0,True,Figure 2,False,,C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN18.PDF,C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-JUN18.PDF
JUN18,"AQA GCSE Combined Science: Chemistry Paper 1F, 2018",2018,1,01.3,short answer,1,AO1,5.2.3.3,"Figure 3 shows the structure of C60
Figure 3
Complete the sentence. 
Choose the answer from the box.
[1 mark]
diatomic  giant ionic  a fullerene  giant metallic
The structure of C60 is ____________________.",a fullerene,,3,3,10.0,10.0,True,Figure 3,False,,C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN18.PDF,C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-JUN18.PDF
