"session","exam","year","question_id","subquestion_id","type","marks","AO","spec_reference","question_text","mark_scheme","extra_notes","question_page_start","question_page_end","mark_scheme_start_page","mark_scheme_end_page","has_figure","figure_labels_joined","has_table","table_labels_joined","source_qp","source_ms"
"JUN22","AQA GCSE Combined Science: Chemistry Paper 2F","2022","2","02.5","extended response","3","AO2","5.10.1.1","Figure 4 shows the relative amount of electricity generated from different fuel sources in the UK from 2012 to 2018.
Figure 4
Describe what happens to the amounts of fuels used to generate electricity in the UK from 2012 to 2018.
________________________________________
________________________________________
________________________________________
________________________________________
________________________________________
________________________________________","any three from: (from 2012 to 2018)
• fossil fuels decreased
• renewable fuels increased
• nuclear fuel remain constant
• other (sources) remain constant","","7","7","11","11","true","Figure 4","false","","C2F Papers and Mark Schemes\AQA-8464C2F-QP-JUN22-CR.PDF","C2F Papers and Mark Schemes\AQA-8464C2F-MS-JUN22.PDF"
"JUN22","AQA GCSE Combined Science: Chemistry Paper 2F","2022","3","03.1","short answer","1","AO1","5.6.2.1","This question is about ammonia and its compounds.
A student heated a sample of ammonium chloride.
The equation for the reaction is:
NH4Cl ⇌ NH3 + HCl
ammonium chloride         ammonia
One product is ammonia. What is the name of the product with the formula HCl?
___________________________","hydrogen chloride","allow hydrochloric acid","8","8","12","12","false","","false","","C2F Papers and Mark Schemes\AQA-8464C2F-QP-JUN22-CR.PDF","C2F Papers and Mark Schemes\AQA-8464C2F-MS-JUN22.PDF"
"JUN22","AQA GCSE Combined Science: Chemistry Paper 2F","2022","3","03.2","multiple choice","1","AO1","5.2.2.2","Ammonia is a gas.
What is the state symbol for ammonia?
Tick (✓) one box.

|   |   |
|---|---|
| ☐ | (aq) |
| ☐ | (g) |
| ☐ | (l) |
| ☐ | (s) |","(g)","","8","8","12","12","false","","false","","C2F Papers and Mark Schemes\AQA-8464C2F-QP-JUN22-CR.PDF","C2F Papers and Mark Schemes\AQA-8464C2F-MS-JUN22.PDF"
"JUN22","AQA GCSE Combined Science: Chemistry Paper 2F","2022","3","03.3","short answer","1","AO1","5.6.2.1","How does the equation show that the reaction is reversible?
______________________________","⇌","allow reversible sign / arrow","8","8","12","12","false","","false","","C2F Papers and Mark Schemes\AQA-8464C2F-QP-JUN22-CR.PDF","C2F Papers and Mark Schemes\AQA-8464C2F-MS-JUN22.PDF"
"JUN22","AQA GCSE Combined Science: Chemistry Paper 2F","2022","3","03.4","short answer","1","AO1","5.6.2.2","Complete the sentence.
The forward reaction is endothermic, so the reverse reaction is _____________.","exothermic","","8","8","12","12","false","","false","","C2F Papers and Mark Schemes\AQA-8464C2F-QP-JUN22-CR.PDF","C2F Papers and Mark Schemes\AQA-8464C2F-MS-JUN22.PDF"
"JUN22","AQA GCSE Combined Science: Chemistry Paper 2F","2022","3","03.5","short answer","1","AO1","5.6.2.3","Complete the sentence.
Choose the answer from the box.
concentration   rate   temperature
Equilibrium is reached when the forward and reverse reactions happen at exactly the same ________.","rate","","9","9","12","12","false","","false","","C2F Papers and Mark Schemes\AQA-8464C2F-QP-JUN22-CR.PDF","C2F Papers and Mark Schemes\AQA-8464C2F-MS-JUN22.PDF"
"JUN22","AQA GCSE Combined Science: Chemistry Paper 2F","2022","3","03.6","multiple choice","1","AO1","5.6.1.4","The industrial process to produce ammonia uses a catalyst.
Figure 5 shows the reaction profile for the reaction with and without a catalyst.
Figure 5
Which letter represents the activation energy for the reaction with a catalyst?
Tick (✓) one box.

|   |   |
|---|---|
| ☐ | A |
| ☐ | B |
| ☐ | C |
| ☐ | D |","C","","10","10","12","12","true","Figure 5","false","","C2F Papers and Mark Schemes\AQA-8464C2F-QP-JUN22-CR.PDF","C2F Papers and Mark Schemes\AQA-8464C2F-MS-JUN22.PDF"
"JUN22","AQA GCSE Combined Science: Chemistry Paper 2F","2022","3","03.7","short answer","1","AO1","5.6.1.4","Give one reason why using a catalyst reduces costs.
Do not answer in terms of activation energy.
______________________________","any one from:
• increases rate of reaction
• reduces energy required
• lower temperature can be used","","11","11","12","12","false","","false","","C2F Papers and Mark Schemes\AQA-8464C2F-QP-JUN22-CR.PDF","C2F Papers and Mark Schemes\AQA-8464C2F-MS-JUN22.PDF"
"JUN22","AQA GCSE Combined Science: Chemistry Paper 2F","2022","3","03.8","short answer","1","AO1","5.8.1.2","Ammonia is in a mixture that is used as a household cleaner.
What is a mixture that has been designed as a useful product called?
______________________________","formulation","","11","11","12","12","false","","false","","C2F Papers and Mark Schemes\AQA-8464C2F-QP-JUN22-CR.PDF","C2F Papers and Mark Schemes\AQA-8464C2F-MS-JUN22.PDF"
"JUN22","AQA GCSE Combined Science: Chemistry Paper 2F","2022","4","04.1","table completion","2","AO2","5.6.1.1, RPA11","A student investigates the effect of concentration on the rate of the reaction between sodium thiosulfate solution and hydrochloric acid.
Figure 6 shows the experiment.
The experiment was done in a fume cupboard.
Figure 6
This is the method used.
1. Pour 50 cm3 of sodium thiosulfate solution into a conical flask.
2. Put the conical flask on a black cross drawn on a piece of paper.
3. Pour 10 cm3 of hydrochloric acid into the conical flask and start a timer.
4. Stop the timer when the cross can no longer be seen.
5. Repeat the experiment with different concentrations of sodium thiosulfate solution.
Draw one line from each type of variable to the correct example of the variable in this investigation.
Type of variable      Example of variable
Dependent            ___________________
Independent          ___________________
Concentration of sodium thiosulfate solution
Temperature of reaction mixture
Time taken for the cross to no longer be seen
Volume of acid
Volume of the flask","do not accept more than one line from a box on the left","do not accept more than one line from a box on the left","13","13","13","13","true","Figure 6","false","","C2F Papers and Mark Schemes\AQA-8464C2F-QP-JUN22-CR.PDF","C2F Papers and Mark Schemes\AQA-8464C2F-MS-JUN22.PDF"
"JUN22","AQA GCSE Combined Science: Chemistry Paper 2F","2022","4","04.2","short answer","1","AO2","5.6.1.2, RPA11","The experiment is done at room temperature.
Figure 7
What is the temperature shown on the thermometer in Figure 7?
Temperature = _____ °C

Table 1 shows the student’s results.

| Concentration of sodium thiosulfate solution in mol/dm3 | Time in seconds |
|---------------------------------------------------------|-----------------|
| 0.1                                                     | 82              |
| 0.2                                                     | 40              |
| 0.3                                                     | 20              |
| 0.4                                                     | 13              |
| 0.5                                                     | 10              |
| 0.6                                                     | 8               |","19.5 (°C)","","14","14","13","13","true","Figure 7","true","Table 1","C2F Papers and Mark Schemes\AQA-8464C2F-QP-JUN22-CR.PDF","C2F Papers and Mark Schemes\AQA-8464C2F-MS-JUN22.PDF"
"JUN22","AQA GCSE Combined Science: Chemistry Paper 2F","2022","4","04.3","table completion","3","AO2","5.6.1.1, RPA11","Plot the data from Table 1 on Figure 8.
Draw a line of best fit.
Figure 8","all points correctly plotted allow a tolerance of ± ½ a small square
line of best fit allow 1 mark for 3 / 4 / 5 points correctly plotted","allow a tolerance of ± ½ a small square
allow 1 mark for 3 / 4 / 5 points correctly plotted","15","15","14","14","true","Figure 8","true","Table 1","C2F Papers and Mark Schemes\AQA-8464C2F-QP-JUN22-CR.PDF","C2F Papers and Mark Schemes\AQA-8464C2F-MS-JUN22.PDF"
"JUN22","AQA GCSE Combined Science: Chemistry Paper 2F","2022","4","04.4","short answer","1","AO3","5.6.1.1, RPA11","Predict the time taken for the cross to no longer be seen at a concentration of 0.7 mol/dm3
Use your graph in Figure 8.
Time = _____ s","7 (s) allow ecf from question 04.3, allow a tolerance of ± ½ a small square","allow ecf from question 04.3
allow a tolerance of ± ½ a small square","15","15","14","14","true","Figure 8","false","","C2F Papers and Mark Schemes\AQA-8464C2F-QP-JUN22-CR.PDF","C2F Papers and Mark Schemes\AQA-8464C2F-MS-JUN22.PDF"
"JUN22","AQA GCSE Combined Science: Chemistry Paper 2F","2022","4","04.5","short answer","1","AO2","5.6.1.1, RPA11","Complete the sentence.
As the concentration of sodium thiosulfate solution increases, the time taken for the cross to no longer be seen _____________.","decreases","","15","15","14","14","false","","false","","C2F Papers and Mark Schemes\AQA-8464C2F-QP-JUN22-CR.PDF","C2F Papers and Mark Schemes\AQA-8464C2F-MS-JUN22.PDF"
"JUN22","AQA GCSE Combined Science: Chemistry Paper 2F","2022","4","04.6","calculation","2","AO2","5.6.1.1, RPA11","In one experiment 0.725 g of sulfur is produced in 20 seconds.
Calculate the mean rate of the reaction from 0 to 20 seconds.
Use the equation:
mean rate of reaction = mass of sulfur produced in grams / time in seconds
Mean rate of reaction = ________","(mean =) 0.725 / 20 = 0.03625 ignore units","ignore units","16","16","15","15","false","","false","","C2F Papers and Mark Schemes\AQA-8464C2F-QP-JUN22-CR.PDF","C2F Papers and Mark Schemes\AQA-8464C2F-MS-JUN22.PDF"
"JUN22","AQA GCSE Combined Science: Chemistry Paper 2F","2022","4","04.7","multiple choice","1","AO1","5.6.1.1, RPA11","What is the unit for the mean rate of reaction calculated in Question 04.6?
Tick (✓) one box.

|   |   |
|---|---|
| ☐ | g |
| ☐ | g/s |
| ☐ | s |
| ☐ | s/g |","g/s","","16","16","15","15","false","","false","","C2F Papers and Mark Schemes\AQA-8464C2F-QP-JUN22-CR.PDF","C2F Papers and Mark Schemes\AQA-8464C2F-MS-JUN22.PDF"
"JUN22","AQA GCSE Combined Science: Chemistry Paper 2F","2022","4","04.8","calculation","3","AO3","5.6.1.1, RPA11","The student did the experiment with 0.15 mol/dm3 sodium thiosulfate solution and repeated the experiment three more times.
Table 2 shows the results.

|        | Test 1 | Test 2 | Test 3 | Test 4 |
|--------|--------|--------|--------|--------|
| Time in seconds for the cross to no longer be seen | 60.5 | 63.2 | 82.3 | 65.7 |

Calculate the mean time for this reaction.
Do not include the anomalous result in your calculation.
Give your answer to 3 significant figures.
Mean time for the reaction (3 significant figures) = _______ s","(mean =) (60.5 + 63.2 + 65.7) / 3 = 63.13333 (s) = 63.1 (s)
allow for 1 mark: (60.5 + 63.2 + 65.7 + 82.3) / 4 = 67.925
allow an answer correctly rounded to 3 significant figures from an incorrect calculation which uses the values in the question","allow for 1 mark 
 
60.5 + 63.2 + 65.7 + 82.3
4 = 67.925
allow an answer correctly rounded to 3 significant figures from an incorrect calculation which uses the values in the question","17","17","16","16","false","","true","Table 2","C2F Papers and Mark Schemes\AQA-8464C2F-QP-JUN22-CR.PDF","C2F Papers and Mark Schemes\AQA-8464C2F-MS-JUN22.PDF"
"JUN22","AQA GCSE Combined Science: Chemistry Paper 2F","2022","5","05.1","short answer","1","AO2","5.7.1.1","This question is about hydrocarbons.
Figure 9 shows a hydrocarbon.
Figure 9
Complete the formula for the hydrocarbon shown in Figure 9.
C ____ H ____","C₃H₈","","18","18","17","17","true","Figure 9","false","","C2F Papers and Mark Schemes\AQA-8464C2F-QP-JUN22-CR.PDF","C2F Papers and Mark Schemes\AQA-8464C2F-MS-JUN22.PDF"
"JUN22","AQA GCSE Combined Science: Chemistry Paper 2F","2022","5","05.2","short answer","1","AO1","5.7.1.1","What is the name of the hydrocarbon in Figure 9?
______________________________","propane","","18","18","17","17","true","Figure 9","false","","C2F Papers and Mark Schemes\AQA-8464C2F-QP-JUN22-CR.PDF","C2F Papers and Mark Schemes\AQA-8464C2F-MS-JUN22.PDF"
"JUN22","AQA GCSE Combined Science: Chemistry Paper 2F","2022","5","05.3","short answer","1","AO1","5.7.1.1","Which homologous series does the hydrocarbon in Figure 9 belong to?
______________________________","alkane(s)","","18","18","17","17","true","Figure 9","false","","C2F Papers and Mark Schemes\AQA-8464C2F-QP-JUN22-CR.PDF","C2F Papers and Mark Schemes\AQA-8464C2F-MS-JUN22.PDF"
"JUN22","AQA GCSE Combined Science: Chemistry Paper 2F","2022","5","05.4","multiple choice","1","AO2","5.7.1.1","30 g of another hydrocarbon contains 24 g of carbon.
Which calculation gives the percentage of carbon in the hydrocarbon?
Tick (✓) one box.

|   |   |
|---|---|
| ☐ | 24 × 30 / 100 |
| ☐ | 100 × 30 / 24 |
| ☐ | 24 × 100 / 30 |
| ☐ | 24 / 30 × 100 |","(24 × 100) / 30","","19","19","17","17","false","","false","","C2F Papers and Mark Schemes\AQA-8464C2F-QP-JUN22-CR.PDF","C2F Papers and Mark Schemes\AQA-8464C2F-MS-JUN22.PDF"
"JUN22","AQA GCSE Combined Science: Chemistry Paper 2F","2022","5","05.5","short answer","1","AO2","5.7.1.3","Table 3 shows boiling points of some hydrocarbons.

| Formula of hydrocarbon | Boiling point in °C |
|------------------------|--------------------|
| C2H6                   | –89                |
| C4H10                  | 0                  |
| C6H14                  | 69                 |
| C8H18                  | 125                |
| C10H22                 | 174                |

Describe how the boiling points change as the number of carbon atoms in the hydrocarbon increases.
______________________________","(as the number of carbon atoms increases the) boiling point increases","","19","19","17","17","false","","true","Table 3","C2F Papers and Mark Schemes\AQA-8464C2F-QP-JUN22-CR.PDF","C2F Papers and Mark Schemes\AQA-8464C2F-MS-JUN22.PDF"
"JUN22","AQA GCSE Combined Science: Chemistry Paper 2F","2022","5","05.6","short answer","1","AO1","5.7.1.4","Hydrocarbons can be cracked.
Give one condition used to crack hydrocarbons.
______________________________","any one from:
• high temperature
• steam
• high pressure
• low / no oxygen (atmosphere)
• catalyst","allow a temperature between 400 °C and 900 °C
ignore heat / hot
allow aluminium oxide
allow alumina
allow zeolites
allow porous pot","20","20","18","18","false","","false","","C2F Papers and Mark Schemes\AQA-8464C2F-QP-JUN22-CR.PDF","C2F Papers and Mark Schemes\AQA-8464C2F-MS-JUN22.PDF"
"JUN22","AQA GCSE Combined Science: Chemistry Paper 2F","2022","5","05.7","short answer","1","AO2","5.1.1.1, 5.3.1.1, 5.7.1.4","Balance the equation for the cracking of C6H14
C6H14 → C2H6 + C2H4
______________________________","C₆H₁₄ → C₂H₆ + 2C₂H₄","allow multiples","20","20","18","18","false","","false","","C2F Papers and Mark Schemes\AQA-8464C2F-QP-JUN22-CR.PDF","C2F Papers and Mark Schemes\AQA-8464C2F-MS-JUN22.PDF"
"JUN22","AQA GCSE Combined Science: Chemistry Paper 2F","2022","5","05.8","short answer","1","AO1","5.7.1.4","Give one reason why hydrocarbons are cracked.
______________________________","any one from:
• to make smaller molecules
• to make more useful molecules
• to produce fuels
• more demand for smaller molecules
• to make (starting materials for) polymers","allow to make (starting materials for) other chemicals
allow to make alkenes","20","20","18","18","false","","false","","C2F Papers and Mark Schemes\AQA-8464C2F-QP-JUN22-CR.PDF","C2F Papers and Mark Schemes\AQA-8464C2F-MS-JUN22.PDF"
"JUN22","AQA GCSE Combined Science: Chemistry Paper 2F","2022","5","05.9","extended response","3","AO3","5.10.2.1","Window frames can be manufactured from wood or plastic.
Table 4 shows the results of a life cycle assessment (LCA) for making one wooden and one plastic window frame.
Both window frames are the same size.

|                   | Wooden frame | Plastic frame |
|-------------------|--------------|--------------|
| Total energy used in MJ     | 9150 | 9713 |
| Coal and oil used in kg     | 5    | 18   |
| Waste produced in kg        | 16   | 28   |
| Cost to buy and maintain in £| 147  | 102  |

Give three advantages of using wood instead of plastic in the manufacture of window frames.
Advantage of wood 1 _______________________
Advantage of wood 2 _______________________
Advantage of wood 3 _______________________","any three from: (wood)
• uses less energy
• uses less coal / oil
• produces less waste
• is renewable / sustainable","","21","21","18","18","false","","true","Table 4","C2F Papers and Mark Schemes\AQA-8464C2F-QP-JUN22-CR.PDF","C2F Papers and Mark Schemes\AQA-8464C2F-MS-JUN22.PDF"
"JUN22","AQA GCSE Combined Science: Chemistry Paper 2F","2022","6","06.1","extended response","4","AO3","5.8.1.3, RPA12","A student investigated the colours in a brown ink using chromatography.
Figure 10 shows the apparatus used.
Figure 10
Give two errors made by the student.
Describe the problem each error would cause.
Error 1 ______________________________
Problem 1 ____________________________
Error 2 ______________________________
Problem 2 ____________________________","any two pairs from:
(start) line drawn in ink (1)
(so ink) will mix with solvent (1)
the solvent is above the (start) line (1)
(so) colours / ink will dissolve (1)
no lid on tank (1)
(so) solvent will evaporate (1)","allow (start) line should be drawn in pencil
allow the ink will move up the paper
allow the solvent should be below the (start) line","22","23","19","19","true","Figure 10","false","","C2F Papers and Mark Schemes\AQA-8464C2F-QP-JUN22-CR.PDF","C2F Papers and Mark Schemes\AQA-8464C2F-MS-JUN22.PDF"
"JUN22","AQA GCSE Combined Science: Chemistry Paper 2F","2022","6","06.2","short answer","2","AO3","5.8.1.3, RPA12","A different student set up the apparatus correctly.
Figure 11 shows the results.
Figure 11
Give two conclusions the student can make from Figure 11 about the four colours in the brown ink.
1 ______________________________
2 ______________________________","any two from:
• (the brown ink) contains the blue, yellow and red (colours)
• (the brown ink) contains an unknown colour
• (the brown ink) does not contain green ink
• blue (colour) is the most soluble or red (colour) is the least soluble","allow blue (colour) has the highest Rf value
allow red (colour) has the lowest Rf value
ignore green colour is insoluble","23","24","19","19","true","Figure 11","false","","C2F Papers and Mark Schemes\AQA-8464C2F-QP-JUN22-CR.PDF","C2F Papers and Mark Schemes\AQA-8464C2F-MS-JUN22.PDF"
"JUN22","AQA GCSE Combined Science: Chemistry Paper 2F","2022","6","06.3","multiple choice","1","AO2","5.8.1.3, RPA12","Why was the green colour still on the start line at the end of the experiment?
Tick (✓) one box.

|   |   |
|---|---|
| ☐ | The experiment was left for too long. |
| ☐ | The green colour was insoluble in the solvent. |
| ☐ | The green spot contained too many colours. |
| ☐ | The green spot was too small. |","the green colour was insoluble in the solvent","","24","24","19","19","false","","false","","C2F Papers and Mark Schemes\AQA-8464C2F-QP-JUN22-CR.PDF","C2F Papers and Mark Schemes\AQA-8464C2F-MS-JUN22.PDF"
"JUN22","AQA GCSE Combined Science: Chemistry Paper 2F","2022","6","06.4","calculation","3","AO2","5.8.1.3, RPA12","A student calculated the Rf value of a colour to be 0.24
The colour moved 1.8 cm from the start line.
Calculate the distance the solvent moved.
Use the equation:
Rf = distance moved by colour / distance moved by solvent
Distance moved by solvent = ______ cm","(Rf =) 0.24 / 1.8
(distance moved by solvent =) 1.8 / 0.24
= 7.5 (cm)","","24","24","19","19","false","","false","","C2F Papers and Mark Schemes\AQA-8464C2F-QP-JUN22-CR.PDF","C2F Papers and Mark Schemes\AQA-8464C2F-MS-JUN22.PDF"
"JUN22","AQA GCSE Combined Science: Chemistry Paper 2F","2022","7","07.1","extended response","6","AO1","5.10.1.3","Water that is safe to drink is called potable water.
Compare how easily potable water can be obtained from:
• waste water (sewage)
• ground water (fresh water).
________________________________________
________________________________________
________________________________________
________________________________________
________________________________________
________________________________________","Level 2: Scientifically relevant features are identified, the way(s) in which they are similar / different is made clear and (where appropriate) the magnitude of the similarity / difference is noted. 4–6
Level 1: Relevant features are identified and differences noted. 1–3
No relevant content 0
Indicative content
ground water waste water
easier to obtain more difficult to obtain
fewer processes more processes
takes less time takes more time
filtered through filter beds to remove insoluble particles screening and grit removal to remove large particles
sedimentation to produce sewage sludge and effluent
aerobic biological treatment of effluent to reduce solid waste
sterilised using chlorine, ozone or uv light to kill bacteria and then sterilised using chlorine, ozone or uv light to kill bacteria
sludge is anaerobically digested by specific bacteria to remove organic matter","","25","25","20","20","false","","false","","C2F Papers and Mark Schemes\AQA-8464C2F-QP-JUN22-CR.PDF","C2F Papers and Mark Schemes\AQA-8464C2F-MS-JUN22.PDF"
"JUN22","AQA GCSE Combined Science: Chemistry Paper 2F","2022","7","07.2","multiple choice","1","AO1","5.10.1.2","A scientist produced potable water from 150 cm3 of salty water.
Which process can be used to produce potable water from salty water?
Tick (✓) one box.

|   |   |
|---|---|
| ☐ | Distillation |
| ☐ | Electrolysis |
| ☐ | Filtration |
| ☐ | Sterilisation |","distillation","","26","26","20","20","false","","false","","C2F Papers and Mark Schemes\AQA-8464C2F-QP-JUN22-CR.PDF","C2F Papers and Mark Schemes\AQA-8464C2F-MS-JUN22.PDF"
"JUN22","AQA GCSE Combined Science: Chemistry Paper 2F","2022","7","07.3","calculation","3","AO2","5.3.2.5","The salty water contains sodium chloride.
The scientist collected 2.40 g of sodium chloride from 150 cm3 of salty water.
Calculate the concentration of sodium chloride in grams per dm3
Concentration of sodium chloride = ______ g/dm3","(conversion)
150 / 1000 = 0.15 (dm³)
(concentration =) 2.40 / 0.15 = 16 (g/dm³)
OR
(conversion) 1000 / 150 = 6.67
(6.67 × 2.4) = 16 (g/dm³)
OR
(concentration =) 2.4 / 150 = 0.016
(conversion) (0.016 × 1000) = 16 (g/dm³)
allow correct use of incorrect / no conversion","allow correct use of incorrect / no conversion","26","26","20","20","false","","false","","C2F Papers and Mark Schemes\AQA-8464C2F-QP-JUN22-CR.PDF","C2F Papers and Mark Schemes\AQA-8464C2F-MS-JUN22.PDF"
"JUN23","AQA GCSE Combined Science: Chemistry Paper 2F, 2023","2023","1","01.1","multiple choice","1","AO1","5.7.1.1, 5.10.1.1","Crude oil contains a large number of hydrocarbons.
Crude oil is a finite resource.
What is a finite resource?
[1 mark]
Tick () one box.
A limited resource  □
A renewable resource  □
A sustainable resource  □","a limited resource","","2","2","10","10","false","","false","","C2F Papers and Mark Schemes\AQA-8464C2F-QP-JUN23.PDF","C2F Papers and Mark Schemes\AQA-8464C2F-MS-JUN23.PDF"
"JUN23","AQA GCSE Combined Science: Chemistry Paper 2F, 2023","2023","1","01.2","multiple choice","1","AO1","5.7.1.1","What is crude oil formed from?
[1 mark]
Tick () one box.
Plankton  □
Volcanoes  □
Water  □","plankton","","2","2","10","10","false","","false","","C2F Papers and Mark Schemes\AQA-8464C2F-QP-JUN23.PDF","C2F Papers and Mark Schemes\AQA-8464C2F-MS-JUN23.PDF"
"JUN23","AQA GCSE Combined Science: Chemistry Paper 2F, 2023","2023","1","01.3","multiple choice","1","AO1","5.7.1.1","What type of substance is crude oil?
[1 mark]
Tick () one box.
Compound  □
Element  □
Mixture  □","mixture","","3","3","10","10","false","","false","","C2F Papers and Mark Schemes\AQA-8464C2F-QP-JUN23.PDF","C2F Papers and Mark Schemes\AQA-8464C2F-MS-JUN23.PDF"
